Procedures,URL,Tactic1,Tactic2,Tactic3,Tactic4
"LoudMiner harvested system resources to mine cryptocurrency, using XMRig to mine Monero.",https://attack.mitre.org//techniques/T1496,IMPACT,,,
BendyBear has encrypted payloads using RC4 and XOR.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
"FIN5 has obtained and used a customized version of PsExec, as well as use other tools such as pwdump, SDelete, and Windows Credential Editor.",https://attack.mitre.org//techniques/T1588/002,RESOURCE_DEVELOPMENT,,,
APT18 can collect system information from the victim’s machine.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
BlackTech has used built-in API functions.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Mustang Panda has leveraged the legitimate email marketing service SMTP2Go for phishing campaigns.,https://attack.mitre.org//techniques/T1585/002,RESOURCE_DEVELOPMENT,,,
"During Operation Wocao, threat actors used stolen credentials to connect to the victim's network via VPN.",https://attack.mitre.org//techniques/T1133,PERSISTENCE,INITIAL_ACCESS,,
APT37 has used Python scripts to execute payloads.,https://attack.mitre.org//techniques/T1059/006,EXECUTION,,,
"FIN7 has signed Carbanak payloads with legally purchased code signing certificates. FIN7 has also digitally signed their phishing documents, backdoors and other staging tools to bypass security controls.",https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
"During Operation CuckooBees, the threat actors used the systeminfo command to gather details about a compromised system.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Zebrocy runs the ipconfig /all command.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
BBK has the ability to decrypt AES encrypted payloads.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
APT19 used Base64 to obfuscate executed commands.,https://attack.mitre.org//techniques/T1027/010,DEFENSE_EVASION,,,
Sandworm Team has used Base64 encoding within malware variants.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Bazar can query the Registry for installed applications.,https://attack.mitre.org//techniques/T1518,DISCOVERY,,,
Unknown Logger can obtain information about the victim usernames.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
Penquin can use Cron to create periodic and pre-scheduled background jobs.,https://attack.mitre.org//techniques/T1053/003,EXECUTION,PERSISTENCE,PRIVILEGE_ESCALATION,
menuPass has used Ntdsutil to dump credentials.,https://attack.mitre.org//techniques/T1003/003,CREDENTIAL_ACCESS,,,
APT39 has used various strains of malware to query the Registry.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
Wizard Spider has used stolen credentials to copy tools into the %TEMP% directory of domain controllers.,https://attack.mitre.org//techniques/T1570,LATERAL_MOVEMENT,,,
"Indrik Spider has used PowerView to enumerate all Windows Server, Windows Server 2003, and Windows 7 instances in the Active Directory database.",https://attack.mitre.org//techniques/T1018,DISCOVERY,,,
FIN5 uses SDelete to clean up the environment and attempt to prevent detection.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
BackdoorDiplomacy has dropped legitimate software onto a compromised host and used it to execute malicious DLLs.,https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
Fox Kitten has used protocol tunneling for communication and RDP activity on compromised hosts through the use of open source tools such as ngrok and custom tool SSHMinion.,https://attack.mitre.org//techniques/T1572,COMMAND_AND_CONTROL,,,
"During the 2016 Ukraine Electric Power Attack, Sandworm Team utilized net use to connect to network shares.",https://attack.mitre.org//techniques/T1021/002,LATERAL_MOVEMENT,,,
Aoqin Dragon has used the Themida packer to obfuscate malicious payloads.,https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
A Patchwork payload was packed with UPX.,https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
EXOTIC LILY conducted an e-mail thread-hijacking campaign with malicious ISO attachments.,https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
Ryuk has called CreateToolhelp32Snapshot to enumerate all running processes.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
Carbon enumerates values in the Registry.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
"CookieMiner has checked for the presence of ""Little Snitch"", macOS network monitoring and application firewall software, stopping and exiting if it is found.",https://attack.mitre.org//techniques/T1562/004,DEFENSE_EVASION,,,
TinyTurla can query the Registry for its configuration information.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
S-Type has deleted accounts it has created.,https://attack.mitre.org//techniques/T1070/009,DEFENSE_EVASION,,,
WannaCry uses an exploit in SMBv1 to spread itself to other remote systems on a network.,https://attack.mitre.org//techniques/T1210,LATERAL_MOVEMENT,,,
"A version of PlugX loads as shellcode within a .NET Framework project using msbuild.exe, presumably to bypass application control techniques.",https://attack.mitre.org//techniques/T1127/001,DEFENSE_EVASION,,,
FIN6 has used the Stealer One credential stealer to target e-mail and file transfer utilities including FTP.,https://attack.mitre.org//techniques/T1555,CREDENTIAL_ACCESS,,,
QakBot can use netstat to enumerate current network connections.,https://attack.mitre.org//techniques/T1049,DISCOVERY,,,
Whitefly has used search order hijacking to run the loader Vcrodat.,https://attack.mitre.org//techniques/T1574/001,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
DDKONG downloads and uploads files on the victim’s machine.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Kasidet has the ability to change firewall settings to allow a plug-in to be downloaded.,https://attack.mitre.org//techniques/T1562/004,DEFENSE_EVASION,,,
ServHelper has the ability to execute a PowerShell script to get information from the infected host.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
"APT41 gained access to production environments where they could inject malicious code into legitimate, signed files and widely distribute them to end users.",https://attack.mitre.org//techniques/T1195/002,INITIAL_ACCESS,,,
Empire can add a SID-History to a user if on a domain controller.,https://attack.mitre.org//techniques/T1134/005,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
KOCTOPUS has been distributed via spearphishing emails with malicious attachments.,https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
Trojan.Karagany can create a link to itself in the Startup folder to automatically start itself upon system restart.,https://attack.mitre.org//techniques/T1547/001,PERSISTENCE,PRIVILEGE_ESCALATION,,
USBferry can detect the infected machine's network topology using ipconfig and arp.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Patchwork copied all targeted files to a directory called index that was eventually uploaded to the C&C server.,https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
Crimson can set a Registry key to determine how long it has been installed and possibly to indicate the version number.,https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
CosmicDuke copies and exfiltrates the clipboard contents every 30 seconds.,https://attack.mitre.org//techniques/T1115,COLLECTION,,,
Inception has used VBScript to execute malicious commands and payloads.,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
"During Operation Dream Job, Lazarus Group lured victims into executing malicious documents that contained ""dream job"" descriptions from defense, aerospace, and other sectors.",https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
WarzoneRAT can use sdclt.exe to bypass UAC in Windows 10 to escalate privileges; for older Windows versions WarzoneRAT can use the IFileOperation exploit to bypass the UAC module.,https://attack.mitre.org//techniques/T1548/002,PRIVILEGE_ESCALATION,DEFENSE_EVASION,,
"An executable dropped onto victims by Putter Panda aims to inject the specified DLL into a process that would normally be accessing the network, including Outlook Express (msinm.exe), Outlook (outlook.exe), Internet Explorer (iexplore.exe), and Firefox (firefox.exe).",https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
AdFind can enumerate domain users.,https://attack.mitre.org//techniques/T1087/002,DISCOVERY,,,
"metaMain can inject the loader file, Speech02.db, into a process.",https://attack.mitre.org//techniques/T1055,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
Revenge RAT has a plugin for keylogging.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
Bazar can identify the installed antivirus engine.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
Scattered Spider has used self-signed and stolen certificates originally issued to NVIDIA and Global Software LLC.,https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
TeamTNT has queried the AWS instance metadata service for credentials.,https://attack.mitre.org//techniques/T1552/005,CREDENTIAL_ACCESS,,,
"During FunnyDream, the threat actors used Tasklist on targeted systems.",https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
BONDUPDATER is written in PowerShell.,https://attack.mitre.org//techniques/T1059/001,EXECUTION,,,
SeaDuke is capable of persisting via the Registry Run key or a .lnk file stored in the Startup directory.,https://attack.mitre.org//techniques/T1547/001,PERSISTENCE,PRIVILEGE_ESCALATION,,
"Meteor can run set.bat, update.bat, cache.bat, bcd.bat, msrun.bat, and similar scripts.",https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
"Stealth Falcon malware gathers system information via WMI, including the system directory, build number, serial number, version, manufacturer, model, and total physical memory.",https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
"Crimson contains commands to list files and directories, as well as search for files matching certain extensions from a defined list.",https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
LitePower can take system screenshots and save them to %AppData%.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
BlackTech has used spearphishing e-mails with links to cloud services to deliver malware.,https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
Magic Hound has collected names and passwords of all Wi-Fi networks to which a device has previously connected.,https://attack.mitre.org//techniques/T1016/002,DISCOVERY,,,
Carberp has collected the operating system version from the infected system.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
"During C0027, Scattered Spider used access to the victim's Azure tenant to create Azure VMs.",https://attack.mitre.org//techniques/T1578/002,DEFENSE_EVASION,,,
"P8RAT has the ability to ""sleep"" for a specified time to evade detection.",https://attack.mitre.org//techniques/T1497/003,DEFENSE_EVASION,DISCOVERY,,
DarkComet has a keylogging capability.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
Aria-body has the ability to launch files using ShellExecute.,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
"During the SolarWinds Compromise, APT29 used netsh to configure firewall rules that limited certain UDP outbound packets.",https://attack.mitre.org//techniques/T1562/004,DEFENSE_EVASION,,,
LaZagne can obtain credentials from macOS Keychains.,https://attack.mitre.org//techniques/T1555/001,CREDENTIAL_ACCESS,,,
"Olympic Destroyer uses the native Windows utilities vssadmin, wbadmin, and bcdedit to delete and disable operating system recovery features such as the Windows backup catalog and Windows Automatic Repair.",https://attack.mitre.org//techniques/T1490,IMPACT,,,
Bandook can detect USB devices.,https://attack.mitre.org//techniques/T1120,DISCOVERY,,,
InvisiMole has undergone regular technical improvements in an attempt to evade detection.,https://attack.mitre.org//techniques/T1027/005,DEFENSE_EVASION,,,
MuddyWater has exploited the Microsoft Exchange memory corruption vulnerability (CVE-2020-0688).,https://attack.mitre.org//techniques/T1190,INITIAL_ACCESS,,,
